token,item,variation,sku,field,old,new,reason
PVF5CKEUHE6KQC3Z5K6RYPUG,ROCK CANDY,400 GM,201240,GTIN,,02012401,scanner sends the 8-digit code
TDXZ6ODFRFHCU4NSOMTDA26O,ROSE BRAND BLACK SALT,7oz,406000,GTIN,,04060008,scanner sends the 8-digit code
NACDHD7XG4ZXLYVFIGDF72ZV,ROSE BRAND CLOVES,3.5 OZ,405600,GTIN,,04056005,scanner sends the 8-digit code
TIPKF3L7VRVGS4WBTADPZT67,ROSE BRAND JAVETRI,3.5oz,405800,GTIN,,04058003,scanner sends the 8-digit code
UPOQMPBXEX5DM4MI73V27XEE,ROSE BRAND TUKMARIA,7oz,400400,GTIN,,04004002,scanner sends the 8-digit code
22CT2JLQWILEHX45EE5DLXGE,SABUDANA KHICHDI,Regular,560500,GTIN,,05605002,scanner sends the 8-digit code
IPYOZG2IP6QDSNKVKCCSIB27,SAFFRON MOOSE,Regular,464640,GTIN,,04646408,scanner sends the 8-digit code
OGWTGVM2TRK7OJEMLXITHEDR,SAFFRON PEAS PILAF,Regular,564300,GTIN,,05643002,scanner sends the 8-digit code
ZL72KFY44LEGOC2ZBSCYQ2AD,SAGO SEEDS,2 LB,559600,GTIN,,05596007,scanner sends the 8-digit code
FGMDJCJBX4QM3RCYFCIJDQ4L,SAGO SEEDS,4 LB,559700,GTIN,,05597006,scanner sends the 8-digit code
L7NPYPDMANS3WBFVLI7X7DNH,SALT LASSI,Regular (2),854400,GTIN,,08544001,scanner sends the 8-digit code
YMY6OAJKQWTCLCQPCPDOBAPO,SAMBAR BIG,Regular,777500,GTIN,,07775006,scanner sends the 8-digit code
B6DPPVNUZDKJKZGM2THPVDZS,SAMBER,Regular,311300,GTIN,,03113008,scanner sends the 8-digit code
BJD4SYG5B54LDFZQ2Z2VULJA,SARSO KA SAG,Regular,310700,GTIN,,03107007,scanner sends the 8-digit code
SYWTMV6VZAVDNJTTHC2LR75S,SCHEZWAN FRIED RICE,Regular,558800,GTIN,,05588008,scanner sends the 8-digit code
XAS4RSM5PP33V4PY7BCPZJML,SCHWEPPES GINGER ALE-SUGAR FREE,Regular,783460,GTIN,,07834608,scanner sends the 8-digit code
B2DYOWH226YQFO5OHIOLMWAH,SHAKKAR PARA,Regular,560600,GTIN,,05606001,scanner sends the 8-digit code
7ZO5ZF3KPCMC2Z7NTR5MTQT5,SHAKKAR PARA,1LB,145987,GTIN,,01459876,scanner sends the 8-digit code
4IZG3N57PTIEIJSK35OMCEDG,SHALJAM,Regular,653700,GTIN,,06537003,scanner sends the 8-digit code
PZDSBF6M3QCQQ4VL3HKC4MRY,SHIMLA MIRCH ALOO,Regular,606700,GTIN,,06067009,scanner sends the 8-digit code
TSUQXBE5N5DUZIPEWDZVMYDW,SHIMLAMIRCH ALOO,Regular,412380,GTIN,,04123800,scanner sends the 8-digit code
CFV2HSSSFXQNBB2U3HKXZ6I7,SHREEKHAND,Regular,756540,GTIN,,07565403,scanner sends the 8-digit code
EAWN7QCBBBIKXNU4TPYPQX3O,SHRIKHAND,Regular,606600,GTIN,,06066000,scanner sends the 8-digit code
CSXDK2DOQFBWZ63Y4VBTC6TD,SHYAM SAVERA,Regular,454554,GTIN,,04545547,scanner sends the 8-digit code
I5TCKGC6STLPJ2AC2BAYNBDB,SHYAM SAVERA,Regular (2),981300,GTIN,,09813001,scanner sends the 8-digit code
PKB7HDB3DMZ2ALYUVKZ25IMF,SHYAM SAVERA,Regular (3),607300,GTIN,,06073000,scanner sends the 8-digit code
2E2P3IE6XKNI3VZDVKFFJUZE,SIKANDAR SHING,Regular,502100,GTIN,,05021008,scanner sends the 8-digit code
Y4YSOXMAG2UPF4YSTMKONLV5,SINDHI KADI,Regular,602800,GTIN,,06028000,scanner sends the 8-digit code
SQBMZWERA2BOJXQHR6PGRDSM,SLIVERED ALMONDS,14 oz,561100,GTIN,,05611003,scanner sends the 8-digit code
7MRKWV656HVSIN7VHWCGF4DY,SLIVERED ALMONDS,7 oz,876509,GTIN,,08765093,scanner sends the 8-digit code
HSK475UC2GMQSEE2RXK7S6BE,SMALL KIDNEY BEANS,4LB,201820,GTIN,,02018201,scanner sends the 8-digit code
VLEPXO5VLSLHOKMMQD5ST35U,SMALL KIDNEY BEANS,2lb,201830,GTIN,,02018308,scanner sends the 8-digit code
5G5HMNUEX62WWQTLYIGJA7U2,SNICKERS,2.07 OZ,401020,GTIN,,04010207,scanner sends the 8-digit code
VMA2AOGSOQQUMCV4ZZFWT6X4,SONA MASOORI RICE,4 LB,120000,GTIN,,01200003,scanner sends the 8-digit code
RPHROXUDV47V5JZYUCMQ3HBC,SONA MASOORI RICE,5 LB,100000,GTIN,,01000009,scanner sends the 8-digit code
XC2EK3JL7SQPGLS5XGO3WU2C,SONA MASORI RICE,5 LBS,564800,GTIN,,05648007,scanner sends the 8-digit code
7XMP5MVFULQH736INGB7TKPE,SOOJI HALWA,Regular,565700,GTIN,,05657005,scanner sends the 8-digit code
ZUD4PJANWBWALRE7JCQC4PLT,SOOJI LADOO,14oz,980200,GTIN,,09802005,scanner sends the 8-digit code
3CPEO74OI7KWWYLJTIHI35NP,SOOJI LADOO,.50lb,450000,GTIN,,04500001,scanner sends the 8-digit code
WT4WSUJHHDFJNESEEHIRPONZ,SOOJI LADOO,14 OZ,607200,GTIN,,06072001,scanner sends the 8-digit code
XMEHKEE6POZ3AUYYTSMDVS47,SOY PILAF,Regular,503400,GTIN,,05034002,scanner sends the 8-digit code
OYERIWXKBHK33YG3GFWR3NTX,SOYA BEANS,Regular,576700,GTIN,,05767009,scanner sends the 8-digit code
N6PCD7OURRNFHCUYPHLPGJWS,SOYA CHAAP,Regular,610200,GTIN,,06102009,scanner sends the 8-digit code
QLNIU4HUMMPHREVS6OCEHKXJ,SOYA LOTUS ROOT,Regular,759980,GTIN,,07599808,scanner sends the 8-digit code
DP2M4AAYIJCOUG5725GIC7LG,SOYA MATTER,Regular,608000,GTIN,,06080000,scanner sends the 8-digit code
FEHERPMXNMXK4MKEAITP6XI4,SOYA MUTTER,Regular,316500,GTIN,,03165001,scanner sends the 8-digit code
QLNJG2VSOLMVI4WB4JSMRBNT,SOYA VADI,14 OZ,187320,GTIN,,01873205,scanner sends the 8-digit code
42I5IX7RHQSKDCBFXIFGKHVA,SOYA WADI,Regular,665400,GTIN,,06654007,scanner sends the 8-digit code
J3UIEZJGAXK3JBIJEKD6PGX3,SOYA WADI,Regular (2),608400,GTIN,,06084006,scanner sends the 8-digit code
W32FL3CEED7IBZAALLVXVNNL,SPINACH CASHEW PILAF,Regular,987654,GTIN,,09876547,scanner sends the 8-digit code
2KTUREKNT4DARHUJDSNW66DF,SPINACH CASHEW PILAF,Regular (2),607900,GTIN,,06079004,scanner sends the 8-digit code
XODXC2PSX63WWSIW3WO2ESP3,SPLIT CASHEWS,3 LB,300700,GTIN,,03007000,scanner sends the 8-digit code
XEKM5LLPLTXPSN5NC7FUGZRV,SPLIT CASHEWS,2LB,325600,GTIN,,03256000,scanner sends the 8-digit code
OQMRQS4GJLWFECW2SRV6R64U,SPLIT CASHEWS,1LB,097900,GTIN,,00979003,scanner sends the 8-digit code
XPEOMP3WXZVLOUZMC4Z22S6O,SPRITE LEMON LIME SODA,12 OZ,491320,GTIN,,04913207,scanner sends the 8-digit code
2NIAMBYSR6RSDH5IS26UAYDE,SQUARE JAGGERY,400GM,303500,GTIN,,03035003,scanner sends the 8-digit code
UFC2NNIVUGTTFFJK2C4CRSTV,STAR ANIES,200 GM,561000,GTIN,,05610004,scanner sends the 8-digit code
FKVO5TREDLCOTO6MHINVD7UY,STAR ANIES,200GM,344560,GTIN,,03445600,scanner sends the 8-digit code
EWIBDWUFS7BXKMA5WK5OOX4Y,STAR ANIES,400gm,459120,GTIN,,04591207,scanner sends the 8-digit code
A56N4UOX5GB4WHYXOQ3MZV3R,STARANISE,400GM,563800,GTIN,,05638000,scanner sends the 8-digit code
4ENJCHXA54EDVBFK4YJ2KJAR,STARBUCKS COFFEE: FRAPPUCCINO,9.5 FL OZ,126490,GTIN,,01264904,scanner sends the 8-digit code
UU2SOLE3OKPWSSIWGG6ZNOQN,STARBUCKS FRAPPUCCINO COFFEE,9.5OZ,123550,GTIN,,01235504,scanner sends the 8-digit code
UGHLIXXFOUNE2H4H5D5TL2EG,SUGAR,4 LB,816700,GTIN,,08167004,scanner sends the 8-digit code
7IUAO2J23IWLMJD6DJ6GDP57,SUNKIST ORANGE SODA,12 OZ,782740,GTIN,,07827404,scanner sends the 8-digit code
WLVODYJNGJ6T7CUX5Q5VFMB5,SUPARI TUKDA,7OZ,317300,GTIN,,03173000,scanner sends the 8-digit code
SO4VNBARHX7WXRVTGYQY3V6N,SWEET CORN FLOUR,2 lb,672100,GTIN,,06721006,scanner sends the 8-digit code
LROKEPGCNPFJXDOW2744SFZR,SWEET LASSI LARGE,Regular,888990,GTIN,,08889908,scanner sends the 8-digit code
LFD5ASNMKHV6GNWK3EJ7SWZ5,SWEET LASSI MEDIUM,Regular,777990,GTIN,,07779905,scanner sends the 8-digit code
WCYHPQ3FEV5BLGWOMD6SQA3T,SWEET LASSI SMALL,Regular,666990,GTIN,,06669902,scanner sends the 8-digit code
HHOSTHCAD652UXPF6MBXBU3G,SWEET SEVIYA,Regular,326587,GTIN,,03265871,scanner sends the 8-digit code
HOIJVEYK7TSCZAVS2FZKBNQ3,SWEET SEWAYAN,Regular,963986,GTIN,,09639867,scanner sends the 8-digit code
D5GLKRVF6YCFIOWR2XLAEEVR,SWEET SUPARI,48 PACKS,608200,GTIN,,06082008,scanner sends the 8-digit code
P76FNO67ADVFDHD6BLDZUJN4,TADKA DAL,Regular,316300,GTIN,,03163003,scanner sends the 8-digit code
SW6SOMQUDC7GEWEUTQD3USZE,TADKA DAL FMLY PACK,Regular,987600,GTIN,,09876000,scanner sends the 8-digit code
6POZJNVBZNBL72B5S3OLGTEL,TAMARIND CHUTNEY,Regular,999920,GTIN,,09999202,scanner sends the 8-digit code
CT5O7T5UA5RS3GHWBRXZPGXB,TAMARIND CHUTNEY,Regular (2),869600,GTIN,,08696001,scanner sends the 8-digit code
3IHC2BRFZEUQ7KCIPEXYMII2,TAMARIND CONCENTRATE,16 OZ,225500,GTIN,,02255002,scanner sends the 8-digit code
KKV563N6BEPQRQZHEVVU2ILB,TAMARIND PASTE,14OZ,600300,GTIN,,06003001,scanner sends the 8-digit code
ZO7OCNLZQ53LE3PMTH6WT35A,TAMARIND RICE,Regular,333390,GTIN,,03333909,scanner sends the 8-digit code
6AWZ3KCVCODM4WGCVFGGRVP4,TAMARIND SAUCE,7OZ,600400,GTIN,,06004000,scanner sends the 8-digit code
UHJD3JSGZL77WRWABU2HKELT,TAWA RICE,Regular,609400,GTIN,,06094003,scanner sends the 8-digit code
DRUICON3ZFJCNW3N2OUVLO5U,THREE RIVERS ROCK SUGAR,350 GM,100456,GTIN,,01004564,scanner sends the 8-digit code
SIOZL4GYRSJMZSVTJPQQU4P4,TIL GUR,7OZ,310100,GTIN,,03101003,scanner sends the 8-digit code
EIHK73D2GAQ2AY26NPXO24DE,TIL KHOYA BURFI,8 OZ,610600,GTIN,,06106005,scanner sends the 8-digit code
SHA7UGV5G7GT6R5RLM3NNTK6,TILDA BASATI RICE,4LBS,310200,GTIN,,03102002,scanner sends the 8-digit code
4JVPBKMI2F3QHGEW7NNK5EJI,TOASTED CORN,3.5 OZ,601100,GTIN,,06011000,scanner sends the 8-digit code
PKZG3LCXDMYJAKGVT4TOLHAL,TOASTED CORN,14 0Z,400100,GTIN,,04001005,scanner sends the 8-digit code
Z7AEMMGPSQPPXVIEUJJADGZG,TOASTED CORN,7 OZ,302200,GTIN,,03022009,scanner sends the 8-digit code
N7JK7B4BYE4XDDIPIQ5NJJ2F,TOASTED CORN,gm,200310,GTIN,,02003102,scanner sends the 8-digit code
WSGAMEH5PH7Q5XJ6ZIZ4L3KE,TOASTED CORN,400 GM,208720,GTIN,,02087201,scanner sends the 8-digit code
TYUSKSITY33TL2NAORJDLSF4,TOASTED CORN,800 GM,208730,GTIN,,02087308,scanner sends the 8-digit code
2JQDVTZFCUBHPPAFZSO4SLGZ,TOMATO CHUTNEY,8 OZ,732090,GTIN,,07320901,scanner sends the 8-digit code
BSTDMY77WC2T7S5MU6C2IWD3,TOMATO CHUTNEY,Regular,734160,GTIN,,07341603,scanner sends the 8-digit code
BTVAEWOTZ2WZS6A4RMLCO6HR,TOMATO CHUTNEY,Regular (2),923650,GTIN,,09236505,scanner sends the 8-digit code
RZVNR7KHEVZSQQJ5IF5PB4FN,TOMATO CHUTNEY,16 OZ,605500,GTIN,,06055004,scanner sends the 8-digit code
ADISBBIE7AYMRNLISFZFNI4Q,TOMATO RICE,Regular,609000,GTIN,,06090007,scanner sends the 8-digit code
5HPRJ2VPNNH7WV2S5MTQERED,TOOR DAL,4LB,309600,GTIN,,03096004,scanner sends the 8-digit code
YE4PPKWAQR7EEY46XCV2AKCP,TOOR DAL,2lb,309500,GTIN,,03095005,scanner sends the 8-digit code
W6KCJVLKMNSU6T3L4ECAWQFY,TOOR DAL,8LB,406500,GTIN,,04065003,scanner sends the 8-digit code
O5SAPP45RNPMFKKVKRJFOV6U,TOOR DAL OILY,2LBS,309800,GTIN,,03098002,scanner sends the 8-digit code
V7KTROZYSJB3LDJALUPC4L7A,TOOR DAL OILY,8LBS,309900,GTIN,,03099001,scanner sends the 8-digit code
BGTLWAV3SEWPQVNEWHBTTNRL,TOOR DAL OILY,4LB (2),309700,GTIN,,03097003,scanner sends the 8-digit code
P6356BPPV2IR3BZ5PTY4BW3Y,TOORI SABJI,Regular,532100,GTIN,,05321009,scanner sends the 8-digit code
UVLLKNJROSOF77GRQFBZNCUT,TOOTY FRUITY,Regular,202110,GTIN,,02021108,scanner sends the 8-digit code
O7POGQAOIWNYBC56KYR5Z4DY,TOOTY FRUITY,3.5OZ,873600,GTIN,,08736006,scanner sends the 8-digit code
UX66OW3KBEPRB27LWPYXQ5VL,TUKMARIA,200g,458902,GTIN,,04589026,scanner sends the 8-digit code
OBS4LUEPUAEZOQPHJZRRKMLT,TUKMARIA,200 GM (2),256545,GTIN,,02565453,scanner sends the 8-digit code
G2OWGVFNLJKZNWBDY5UKB2X5,TURKISH APRICOTS,Regular,200090,GTIN,,02000901,scanner sends the 8-digit code
ZJHTZ5XIMLXKMMGFL3G75B3N,TURNIP AND CARROTS,Regular,412052,GTIN,,04120520,scanner sends the 8-digit code
5GWBNG2KKN5NJU5R6YTDJFMF,TURNIP SABJI,Regular,923170,GTIN,,09231704,scanner sends the 8-digit code
4R6FUKMVQ74AEM4TI6XBOAVA,UDAD DAL COOKED,Regular,578970,GTIN,,05789700,scanner sends the 8-digit code
VGV6B2EEUYXKUPYNIVO5KBEV,UPMA,Regular,313600,GTIN,,03136009,scanner sends the 8-digit code
2VDNDBHGPCWW4AH2ACVAUYTE,URAD DAL,4LB,306000,GTIN,,03060009,scanner sends the 8-digit code
NKTDMD5ARZGH5ZI3VKPXH7ZP,URAD DAL,8LB,305900,GTIN,,03059003,scanner sends the 8-digit code
EICWGRVBN57DIK3B36WB6ID4,URAD DAL,Regular,202370,GTIN,,02023708,scanner sends the 8-digit code
RILMZZWPQBMXUFY6TE6662Z5,URAD DAL CHILKA,4LBS,203110,GTIN,,02031105,scanner sends the 8-digit code
WATFOUJY4NPRXAGBADBNPX6A,URAD DAL CHILKA,2LBS,202560,GTIN,,02025609,scanner sends the 8-digit code
3PYTFWXT6N5UNDOTSZS3QRDY,URAD GOTA,4 LB,568200,GTIN,,05682001,scanner sends the 8-digit code
GI2AQ7H25WN7B7KOFNQZSW25,URAD WHITE SPLIT PEALED,2LB,315800,GTIN,,03158001,scanner sends the 8-digit code
3NG35SZB5WO5NM4ZRNYJ3MYW,URAD WHITE SPLIT PEALED,4LB,315900,GTIN,,03159000,scanner sends the 8-digit code
GPS7AWJPZSL4NBCPLKJVU4SS,URAD WHOLE,2LB (2),305600,GTIN,,03056006,scanner sends the 8-digit code
UCYHRYW47QVNQ6WPOAZMJNM3,URAD WHOLE,8LB,305800,GTIN,,03058004,scanner sends the 8-digit code
TM2TR4M53CM3UDMNBY5UYTG3,URAD WHOLE,4LB,305700,GTIN,,03057005,scanner sends the 8-digit code
PZNJDUBHK6PBZ3F6LDHUO6FG,URD CHILKA,2LB,306600,GTIN,,03066003,scanner sends the 8-digit code
OVPIL7JOLQS47QFS3FBWOXV5,URD CHILKA,4LB,306700,GTIN,,03067002,scanner sends the 8-digit code
MWHUFTISCIYONRYM3BXXFUIV,URD DAL,2LB,306100,GTIN,,03061008,scanner sends the 8-digit code
XKALZEIC7YQHNQMGDNPCZBAZ,USAL SPROUTED MOONG,Regular,559100,GTIN,,05591002,scanner sends the 8-digit code
QCI4CCCOVYMOKQAT4IPMM7FI,VATANA GREEN PEAS,Regular,896430,GTIN,,08964304,scanner sends the 8-digit code
PWP5ILE2HIDSDUIEDEUID3E6,VEG BIRYANI,Regular,311500,GTIN,,03115006,scanner sends the 8-digit code
5YNOXPE3DTNPAHX6SWZ45DYB,VEG FRIED RICE,Regular,525560,GTIN,,05255601,scanner sends the 8-digit code
L52FIYUCTF7WEKA4GCBOWQGR,VEG FRIED RICE,Regular (2),608300,GTIN,,06083007,scanner sends the 8-digit code
5S3XR2L4TIXJYNZBACIEYZPW,VEG JALFREZI,Regular,865540,GTIN,,08655402,scanner sends the 8-digit code
TJF22FPCKICXNLEDDZSCYTEB,VEG JALFREZI,Regular (2),606400,GTIN,,06064002,scanner sends the 8-digit code
DXDOX7LUCLH2ZHCUVXD3SEJ2,VEG KOFTA,Regular,610800,GTIN,,06108003,scanner sends the 8-digit code
37QHB77JPKDXU33TJVJCXIV3,VEG MANCHURIAN,Regular,654821,GTIN,,06548212,scanner sends the 8-digit code
TTFI34EW46N3IYKFMTIHOIDH,VEG MANCHURIAN,Regular (2),606800,GTIN,,06068008,scanner sends the 8-digit code
OO7KFGOHWYZW24BYTX5DQBDT,VEG PILAF,Regular,561400,GTIN,,05614000,scanner sends the 8-digit code
GQSPBF4JWT32JMSVLSV54BXW,VEGETABLE FRIED RICE,Regular,319400,GTIN,,03194003,scanner sends the 8-digit code
GLXWMD3DBABDLTKWDBCR4RPZ,VEGETABLE MANCHURIAN,Regular,401900,GTIN,,04019004,scanner sends the 8-digit code
2AMEGVOCETRQFEZECGNFEO3U,VEGETABLE SINDHI BIRYANI,Regular,564500,GTIN,,05645000,scanner sends the 8-digit code
NAUIKPQ43DAWNIK5TEHOB3WW,VEGETABLE SOUIP,Regular,402600,GTIN,,04026004,scanner sends the 8-digit code
AZJGFT7YGO27NPFMFHAL4QYV,VEGETABLE SOUP,Regular,784563,GTIN,,07845632,scanner sends the 8-digit code
JC3RPQUT5UOL6GOMSVDBUETL,VERMICELLI KHEER,Regular,325680,GTIN,,03256806,scanner sends the 8-digit code
LTHYLBZTHSM4Y4EX3VUXMGBL,VERMICELLI KHEER,Regular (2),610500,GTIN,,06105006,scanner sends the 8-digit code
ARLQIACZL56W7BN4UP5T65UO,VERMICELLI UPMA,Regular,956500,GTIN,,09565003,scanner sends the 8-digit code
TDOVNMNHQJECYIAAWNHJAZ3N,VERMICELLI UPMA,Regular (2),605700,GTIN,,06057002,scanner sends the 8-digit code
AH5ZPVLTSUVAS6AY2CDMUXEK,VOHRA FOODS GALAWAT,340 G,565900,GTIN,,05659003,scanner sends the 8-digit code
SVKVPMJATQPBPJ44IIDJDCYT,WALNUT,2LB,503300,GTIN,,05033003,scanner sends the 8-digit code
2EODNXDZD4OM5GQC6E35PNG4,WALNUT,14 oz,317900,GTIN,,03179004,scanner sends the 8-digit code
BFBZI2GEAZUGC4ESK7OEQXJR,WALNUT 28OZ,Regular,203243,GTIN,,02032431,scanner sends the 8-digit code
H3EOWSFKBHIYTAIYROSPTKVG,WALNUTS,1 LB,300500,GTIN,,03005002,scanner sends the 8-digit code
IQ6PRT6XWEDGHAVLAPSYLBXS,WALNUTS,1.5LB,609800,GTIN,,06098009,scanner sends the 8-digit code
JUV2JNQVR4OUOLOPH2ELYSVD,WASABI FRIED GREEN PEAS,14 OZ,558900,GTIN,,05589007,scanner sends the 8-digit code
HJZZOXDCGYJA6ZN2KUAYDXMP,WATER CHEST NUT POWDER,400 GMS,406200,GTIN,,04062006,scanner sends the 8-digit code
OLAD7ZTEBPKSE3PPJK4BKTVO,WHITE CHANA,Regular (3),201310,GTIN,,02013109,scanner sends the 8-digit code
5WLWPVFB4C5GUMCSO6SZRMI7,WHITE CHANA,Regular (4),200810,GTIN,,02008107,scanner sends the 8-digit code
IILF6VQ34EPW5VLGZJALYDOD,WHITE CHANA,Regular (5),200850,GTIN,,02008505,scanner sends the 8-digit code
4LOM3RB2PCTJEEA55C34RHP5,WHITE PEANUTS,3 lb,208240,GTIN,,02082400,scanner sends the 8-digit code
LV4EUAHX25Y56NYR6VFXXNEW,WHITE POPPY SEEDS,200GM,200040,GTIN,,02000406,scanner sends the 8-digit code
GHAA7A7NK5C7VLPIPA7LZHJ4,WHITE QUINOA,2LBS,555090,GTIN,,05550908,scanner sends the 8-digit code
WPXIC3QDJ3RJYZCL6NXLAWYP,WHITE QUINOA,1LB,000015,GTIN,,00000154,scanner sends the 8-digit code
CQAF3CBYO7W6CAZJCBHKFRDX,WHOLE SOYA BEANS,2LB,203920,GTIN,,02039204,scanner sends the 8-digit code
UC3YLKVZMAJBD564QQXXTDO5,WHOLE SOYA BEANS,4lb,203910,GTIN,,02039107,scanner sends the 8-digit code
OOCK6EXYLBSBKIC4P3HEZRQX,WHOLE WALNUT,2 LB,611100,GTIN,,06111007,scanner sends the 8-digit code
2EDILX6XZI44BE7JKZPSKIUC,WHOLE WHEAT ATTA,4lb,314100,GTIN,,03141001,scanner sends the 8-digit code
IXQ5GHBIIRYYUC4V2KKNCA4K,WHOLE WHEAT ATTA,8Lbs,402500,GTIN,,04025005,scanner sends the 8-digit code
QTFJBQCIKFAPPX4D22X37OJO,YELLOW DAL,Regular,311200,GTIN,,03112009,scanner sends the 8-digit code
GXLR5353QKXI6PMSEQPBRNQE,YELLOW PEAS,4LB,311700,GTIN,,03117004,scanner sends the 8-digit code
SNVQRT7UHZEZQSO2T2VEQUMS,YELLOW PEAS,2LB,311600,GTIN,,03116005,scanner sends the 8-digit code
HRLBUFVES6R3CWSKLS2QRFAD,YELLOW PUMPKIN,Regular (2),472580,GTIN,,04725800,scanner sends the 8-digit code
6CFR7UVSJ5MLAC6SACYEC4SH,YELLOW RICE,Regular,312100,GTIN,,03121007,scanner sends the 8-digit code
STRHF2TBDXXIUW4JHYNOGVA4,YOGI WHEAT LADOO FLOUR,2LB,302700,GTIN,,03027004,scanner sends the 8-digit code
YX4C6AE6OAKORAEHNQ6GQT5U,ZARDA,Regular,555500,GTIN,,05555000,scanner sends the 8-digit code
IVXGXTJLJ5LZ7WSC4U5BE4XR,ZUCCHINI SABJI,Regular,761200,GTIN,,07612000,scanner sends the 8-digit code
ZJBIFWYJCFQZLGKUNYGKF5MB,AAOJEE BLACK TEA,800G,312800,Price,5.99,8.99,Sellorama price
3VUL5GOBOWAM7M7O6UY3F43I,AMUL BUTTER,100 GM,656846520129,Price,1.29,1.99,Sellorama price
QRQTAY5H6FJJY3M5T7K3PEQO,CHAOKOH JACKFRUIT,Regular,044738045360,Price,2.99,3.49,Sellorama price
VFBVZ3VRKG6TIV7K4R7SVVUL,CUMIN SEED,28 OZ (800 GM),723246177137,Price,12.99,8.99,Sellorama price
G3DW2WRNWVS244575QJ5HY55,DEEP CORIANDER SEEDS,400 GM,011433071130,Price,3.49,3.99,Sellorama price
MDZP6TVWVYNXXJPRPFG5DBGM,DEEP TURMERIC POWDER,400 GM,011433071123,Price,3.49,3.99,Sellorama price
QRKFIM4HB66HSBRLRGZS63ZL,DEEP TURMERIC POWDER,7 OZ,011433073127,Price,1.99,2.49,Sellorama price
4UCQMCSXJVOOHMBJBZWBLXES,HEM NIGHT QUEEN INCENSE,Regular,8901810000629,Price,0.69,0.89,Sellorama price
TUU57NDUH47AFTCLJYFF3FMI,HEM THE MOON INCENSE STICKS,Regular,8901810001251,Price,2.99,3.49,Sellorama price
OMKAG43TDIFPJRCNSWEXMXDI,IDHAYAM SESAME OIL,68 FL OZ,890023001050,Price,16.99,18.99,Sellorama price
XLZUUXIUFPAVMT2G2Y7VJ5BL,KABULI CHANNA,4 LB,560300,Price,4.99,5.99,Sellorama price
OBSX55MOGYAI2AWXSH7IAVIM,LAXMI WHOLE BLACK PEPPER,100 G,723246176130,Price,2.29,2.99,Sellorama price
JZKXKU25U2LSO7CYNZNFVPMK,MANGO MOOSE,Regular (2),313800,Price,5.99,3.99,Sellorama price
NBDGB7LLS66ZSDKMK5B4TKOK,MDH DEGGI MIRCH,100 GM,6291103750143,Price,3.29,2.99,Sellorama price
2TGW64MXINOZD3SWP3WLYJ53,MDH SHAHI PANEER MASALA,100 G,6291103750334,Price,1.99,2.49,Sellorama price
VUO3K2UAGXO4KYUIHKNG34N3,MIRCH MASALA,Regular,011433112475,Price,2.29,2.99,Sellorama price
MXSMHZEI5MU66PXH3WRDIJWM,NUTRELA SOYA GRANULES,200 GM,8906032010999,Price,2.49,1.99,Sellorama price
CYJOPEGIILPFJTEQI67QTJI7,SAFI,500 ML,8901453040839,Price,8.99,9.99,Sellorama price
5LMQ2FI3WVGATDDN7RC3CJV3,SHAN CARROT PICKLE,11.29 OZ,788821003607,Price,2.49,2.99,Sellorama price
YX3QG24NW42OUFS2LMVMAIJJ,SHAN GINGER PICKLE,300 GM,788821003614,Price,1.99,2.99,Sellorama price
XD5N4DEN2A3W5PXFBO2K7T57,SHAN BUTTER CHICKEN MIX,50 GM,788821106056,Price,2.25,1.99,Sellorama price
7RZH5YW4SMQQG3K236WPUHRN,SHAN CHILLI PICKLE,1 KG,788821120120,Price,4.49,3.99,Sellorama price
L37CFDAAEBNJW3CAUMD7UC5Q,SHAN CURRY POWDER MIX,7.05OZ,788821073099,Price,1.99,3.99,Sellorama price
B6UYXE33AU5WYRQIN7OJL3CZ,SHAN MANGO PICKLE,330 GM,788821122056,Price,2.49,2.99,Sellorama price
RFL7AVYBPO3OS6K6KYCLFV6E,SWAD COCONUT CHUTNEY,7.5 OZ (212 GM),051179220751,Price,3.99,4.49,Sellorama price
XPV7DC2X2V6KLRPZEQUVUQOU,PATAKS TIKKA MASLA,10 OZ,069276032511,Price,4.49,4.99,Sellorama price
6MQDK7JIBEPDVD6XHKJHZUIL,AMUL BUTTERMILK,Regular,8901262200233,Price,4.99,2.99,Sellorama price
YT47E2SL543ZEHNGZSKMCGAJ,DEER WHITE CHANA,Regular (2),714760830684,Price,4.99,5.99,Sellorama price
KKJSJMOWSQJNZ4DJOO2ZMJ3C,VITA COCONUT WATER CASE,Regular,898999006901,Price,16.0,24.0,Sellorama price
6WTXHPHF6U75UJLGSXT5T7R2,LAXMI SHARBATI ATTA,4lb,723246246260,Price,4.99,5.99,Sellorama price
YWL4Y74X7IXE5ZL6OGXFSVTX,BRITANNIA GD PISTA ALMOND,231G,8901063151376,Price,0.99,1.99,Sellorama price
2JPP6GI6636UJDCWXOZU4RMM,NESCAFE CLASICO,300G,028000462987,Price,12.99,13.99,Sellorama price
YDGQRZ64Z4MYJJK2GMQFMLMJ,DEEP ALPHONSO MANGO PULP,30OZ,011433151672,Price,3.99,2.99,Sellorama price
VNHNAFLOXXIK5XW2AX64HTVU,MITCHELLS HOT AND SWEET SAUCE,300G,8961005060357,Price,1.99,2.99,Sellorama price
U7QJ53CKKUHDCXX76JTA2YFX,DAAWAT BASMATI RICE,10 LB,745042000266,Price,21.99,18.99,Sellorama price
